index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Hourly,Employer provided,Min Salary,Max Salary,Avg Salary,Company_text,State,Age,Python,Tableau,Excel,Power BI,SAS,SQL,SSIS
265,Data Analyst,$35K - $71K (Glassdoor est.),"Apply Here: https://secure.onehcm.com/ta/SCCCI.jobs?ShowJob=419619585&TrackId=Indeed
Position Summary:
The Data Analyst is responsible for organizing data from our EHR systems and providing actionable insights that helps SCCC leadership make business decisions and comply with reporting requirements. The Data Analyst works to make sure that the data is collected properly, observing any legal or ethical standards are met, and reported in accordance with applicable requirements. The position requires cross functional collaboration with all departments.
The Data Analyst must demonstrate regard for the rights of all patients and provides respectful and considerate care focused on the patient's individual needs. Data Analyst will provide a safe and confidential environment for patients, families, and personnel.",4.2,"Summit Community Care Clinic
4.2","Frisco, CO",51 to 200 Employees,1993,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,0,0,35,71,53.0,Summit Community Care Clinic, CO,29,0,0,0,0,0,0,0
267,Data Visualization Analyst,$35K - $71K (Glassdoor est.),"Job Description:
The Anti-Money Laundering (“AML”) & Sanctions Analytics team within Fidelity’s Enterprise Compliance group is responsible for the design and development of the firms AML detection models. These typologies include insider trading, elder financial exploitation, market manipulation, securities fraud, anti-money laundering, terrorist financing and more.
The Purpose of Your Role
As a Data Visualization Analyst, you will focus on developing, enhancing, and delivering Business Intelligence solutions for the AML & Sanctions programs. You will be responsible for performing data analysis, model performance, trends, risk factors, and illustrating data using business intelligence tools, such as Tableau and PowerBI. AML functions you will be supporting include presenting relevant and well-illustrated data to AML Surveillance, Investigations, and executives within Enterprise Compliance.",4.3,"Fidelity Investments
4.3","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,35,71,53.0,Fidelity Investments, MA,76,0,1,0,0,0,0,0
268,Data Analyst – Data Entry,$35K - $71K (Glassdoor est.),"Note: While this is a fully remote position, we can only consider those whose legal residence is in Texas, Colorado, Kansas, Missouri, and Illinois.
Juristat is building an innovative suite of products, and we need the team to create those tools. We’re seeking a highly motivated and organized individual to join our data team as a Data Analyst. This team is responsible for acquiring and analyzing the most complete and accurate data available to grow our products and inform our business strategies.
This particular team member will be responsible for analyzing incoming legal documents in real-time to detect and correct errors in our processing, enter data from the source documents into templates, annotate legal documents, and provide feedback to others, to improve our proprietary artificial intelligence.
Remote work-from-home options are available for this role. If you possess high attention to detail and a strong work ethic – this is the job for you!",4.6,"Juristat
4.6",Remote,1 to 50 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,35,71,53.0,Juristat,Remote,10,0,0,0,0,1,0,0
270,Business Project Analyst - Data Management (100% Remote),$70K - $80K (Employer est.),"Piper Enterprise Solutions is searching for a Business Project Analyst - Data Management for a large, multi-business services organization. This role has a Remote possibility (Philadelphia area is preferred).

Responsibilities for Business Project Analyst:
Assist in project meetings, working with internal and external stakeholders, and managing all data management and document response requests

Qualifications for Business Project Analyst:",4.4,"Piper Companies
4.4",Remote,201 to 500 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,70,80,75.0,Piper Companies,Remote,11,0,0,0,0,0,0,1
271,Entry Level Data Conversion Analyst,$70K - $80K (Employer est.),"As the Data Conversion Analyst, you will be converting customer data from competitive databases to Reynolds databases. You will also complete migration of customer data from one Reynolds hardware platform to another. This involves maintaining a good working relationship with customers throughout the conversion or migration process to ensure quality results. You will also be supporting remote and field-based trainers and field engineers on the conversion and migration processes. Through this, you will develop a good working knowledge of competitive products, keep abreast of enhancements to the Reynolds product lines as well as develop knowledge of system environment, integration, and system connectivity for different product lines.
Requirements:
Bachelor’s degree in MIS, Computer Science, or related field; open to entry-level candidates",3.4,"Reynolds and Reynolds
3.4","Dayton, OH",1001 to 5000 Employees,1866,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,70,80,75.0,Reynolds and Reynolds, OH,156,0,0,0,0,0,0,0
272,"Analyst, Revenue Data Analytics",$70K - $80K (Employer est.),"Who we are...
AvantStay delivers exceptional, unique stays for group travelers. The company has built a tech-enabled millennial hospitality brand to be the new standard for group experience. We are venture funded and growing rapidly in the explosive $100+ billion dollar STR industry.

What we are looking for…
AvantStay is looking for an Analyst, Revenue Data Analytics to lead our ongoing data collection, visualization, and analysis efforts on our Revenue Management, Finance, and stakeholder teams. These efforts are key to enabling the optimization of revenue and dynamic pricing practices, underwriting and other financial and analytical actions which are central to our continued success as we grow into new markets and increase the number of properties in our portfolio each month.

Ideal candidate is a technical, data-driven Analyst who is an expert at accessing data via our data warehouse and APIs, developing dashboards and analysis and leveraging your data science skills to help provide insights and improve our decision-making strategies. You thrive in a high growth environment and have a high degree of operational rigor. You thrive working cross-functionally and can work with a high degree of autonomy, flexibility and ability to think on your feet.",4.6,"AvantStay
4.6",Remote,201 to 500 Employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,70,80,75.0,AvantStay,Remote,5,0,0,0,0,0,0,0
273,"Data Entry, Senior Analyst",$70K - $80K (Employer est.),"Position Summary:

We are looking for a professional to support the Account On/Offboarding Processing Operations Team who support Deloitte's largest clients by ensuring practitioners meet our client's contractual obligations and are ready to serve.

Work you'll do:

You'll be responsible for managing client-specific data entry requirements, managing data loss protection workflows, effective handling of PII during data entry into client and/or Third Party systems. You will work within a team of global professionals and support a portfolio of clients, understanding each client's unique requirements.

Account Initial Setup & Ongoing Maintenance

Task Handling

Quality Control & Assurance

Team Development Support



Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future

EA_CMG_ ExpHire

EA_ExpHire",4.0,"Deloitte
4.0","Boise, ID",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,70,80,75.0,Deloitte, ID,172,0,0,0,0,0,0,0
276,"Business Analyst, Creator Business Analysis",$70K - $80K (Employer est.),"Content
Data Science
We are looking for a Business Analyst for our Creator Business Analysis team. You will help run our emerging businesses related to content promotion and creator monetization. Our customers are music labels and the creators that power them. Your work will help influence the priorities and projects undertaken by our product, marketing, and sales teams. Above all, your work will impact the way listeners experience music and how creators monetize their craft.
Location
New York or Remote Americas
Job type
Permanent",4.2,"Spotify
4.2","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,70,80,75.0,Spotify, NY,16,0,0,0,0,0,0,0
278,North America Data Analyst,$70K - $80K (Employer est.),"This role is responsible for collecting, interpreting and communicating Public Affairs, Communications, and Sustainability (PACS) insights and partnering with Operating Unit (OU) leads to convert them into actionable strategies, decisions and tactics. The ideal candidate will serve as a conduit between the PACS Services team and the OU, establishing a constant connection between both groups and forming a two-way communication channel that can be leveraged to achieve both OU and global business objectives. The role is critical to scaling PACS Services insights and tailoring them to help each OU reach its goals and influence stakeholders.
Responsibilities
Define OU-specific PACS KPIs and outline the optimal means of tracking them over time
Help quantify the success of PACS communications campaigns and initiatives
Reputation Research; Reputation Management; Taking Initiative; Strategic Planning; Consumer Behavior Insights; Corporate Reputation; Presentations; Microsoft Power BI; Strategic Recommendations; Corporate Reputation Management; Microsoft Excel; Data Insights; Analytics Insights",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,70,80,75.0,The Coca-Cola Company, GA,136,0,0,1,1,0,0,0
279,Data Analyst,$70K - $80K (Employer est.),"Travel Required: None
Public Trust: None
Requisition Type: Regular
Contributes to completion of milestones associated with specific projects.
Analyzes organizational data and conducts statistical analysis.
Applies mathematical calculations to recommend solutions to technical problems of moderate scope and complexity.
Models and evaluates the potential impact of data changes.
Performs additional duties as assigned.

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.",3.9,"General Dynamics Information Technology
3.9",Remote,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$2 to $5 billion (USD),0,0,70,80,75.0,General Dynamics Information Technology,Remote,26,0,0,0,0,0,0,0
286,Data Analyst,$70K - $80K (Employer est.),"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
The Role
We're looking for a dedicated and inquisitive Data Analyst to help us with data projects. We are responsible for building and maintaining a large data set that powers integration points between us and partnered companies. This individual will be critical in helping to build and maintain coverage, identify data quality issues, reconcile and resolve data validation issues, and respond to internal data mapping requests from other customers, staff and partners.",4.0,"Glassdoor
4.0","San Francisco, CA",501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,70,80,75.0,Glassdoor, CA,15,0,0,0,0,0,0,0
290,Data Analyst,$70K - $80K (Employer est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will collaborate with Business Analysts and Data Architects. You will document current usage of data and its appropriate storage structures for use within the current business unit and across other lines of business. You will work with multiple data sources and across business lines to develop new data capabilities. You will create data models, data catalog, define metadata and recommend usage of such data. You will present recommendations to management and external stakeholders and provide guidance in selecting alternatives with impact to the team and the functional area’s bottom line. You will provide guidance, training, and mentorship to other analysts and team members.
$51,900.00 - $75,150.00",4.0,"Vizient, Inc.
4.0","Irving, TX",1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,70,80,75.0,"Vizient, Inc.", TX,45,0,0,0,0,0,0,0
293,Sr. Data Analyst - Remote,$70K - $80K (Employer est.),"Sharecare is the leading digital health company that helps people - no matter where they are in their health journey - unify and manage all their health in one place. Our comprehensive and data-driven virtual health platform is designed to help people, providers, employers, health plans, government organizations, and communities optimize individual and population-wide well-being by driving positive behavior change. Driven by our philosophy that we are all together better, at Sharecare, we are committed to supporting each individual through the lens of their personal health and making high-quality care more accessible and affordable for everyone. To learn more, visit www.sharecare.com.

Essential Functions:
Development, analysis, and evaluation of key performance metrics, including utilization, clinical and operational in the determination of such performance relative to contractual expectations and general performance standards as set forth by the company.
Requirements:",4.0,"Sharecare Inc.
4.0","Franklin, TN",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$500 million to $1 billion (USD),0,0,70,80,75.0,Sharecare Inc., TN,12,0,0,0,0,0,0,0
294,Data Analyst,$70K - $80K (Employer est.),"Apply Here: https://secure.onehcm.com/ta/SCCCI.jobs?ShowJob=419619585&TrackId=Indeed
Position Summary:
The Data Analyst is responsible for organizing data from our EHR systems and providing actionable insights that helps SCCC leadership make business decisions and comply with reporting requirements. The Data Analyst works to make sure that the data is collected properly, observing any legal or ethical standards are met, and reported in accordance with applicable requirements. The position requires cross functional collaboration with all departments.
The Data Analyst must demonstrate regard for the rights of all patients and provides respectful and considerate care focused on the patient's individual needs. Data Analyst will provide a safe and confidential environment for patients, families, and personnel.",4.2,"Summit Community Care Clinic
4.2","Frisco, CO",51 to 200 Employees,1993,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,0,0,70,80,75.0,Summit Community Care Clinic, CO,29,0,0,0,0,0,0,0
295,Data Quality Analyst,$70K - $80K (Employer est.),"It’s Time For A Change…
Your Future Evolves Here
At Vital Decisions, a subsidiary of New Century Health, our mission is to ensure that every individual is seen and heard when it comes to their medical care. We help people facing serious health conditions advocate for the experience they want, feel in control of their medical choices, avoid chaos in a crisis, and improve the quality and value of the care they receive.
This human-centered mission and focus on personal values is changing the way health care is delivered. Being a catalyst for change, and touching thousands of lives, is the driving force that brings us to work each day.

Our parent company, Evolent Health, was the first organization ever to receive NCQA’s Population Health Program Accreditation, and is consistently recognized as one of Becker’s Healthcare 150 Top Places to Work. We constantly embrace new ideas, challenge ourselves and fail forward. We respect and celebrate individual talents and team wins. We recognize employees that live our values, give back to our communities each year, and are champions for bringing our whole selves to work each day.
Compensation Range: The typical range of employees within the compensation grade of this position is . Salaries are determined by the skill set required for the position and commensurate with experience and may vary above and below the stated amounts.",4.0,"Evolent Health
4.0",Remote,1001 to 5000 Employees,2011,Company - Public,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),0,0,70,80,75.0,Evolent Health,Remote,11,0,0,0,0,0,0,0
297,Data Analyst,$70K - $80K (Employer est.),"L'Oréal USA
Title: Data Analyst
Location: Berkeley Heights, NJ
Department: le Care (Consumer Care)
Overview:
The data analyst, le CARE L’Oreal USA, is responsible for data query, data QA, data integration, ad hoc data analysis, and advanced BI dashboard/report building on large volume of consumer contact data and managing projects.

We are an Equal Opportunity Employer and take pride in a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status. If you require a reasonable accommodation to complete an application for a recognized disability under applicable law, please email USApplicationAccommodation@support.lorealusa.com. Please note this email will only respond to specific requests for assistance completing the application as a request for accommodation for a disability. All others will not be considered.",3.9,"L'Oreal
3.9","Berkeley Heights, NJ",10000+ Employees,1909,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,70,80,75.0,L'Oreal, NJ,113,0,0,0,0,0,0,1
300,Business Project Analyst - Data Management (100% Remote),$70K - $80K (Employer est.),"Piper Enterprise Solutions is searching for a Business Project Analyst - Data Management for a large, multi-business services organization. This role has a Remote possibility (Philadelphia area is preferred).

Responsibilities for Business Project Analyst:
Assist in project meetings, working with internal and external stakeholders, and managing all data management and document response requests

Qualifications for Business Project Analyst:",4.4,"Piper Companies
4.4",Remote,201 to 500 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,70,80,75.0,Piper Companies,Remote,11,0,0,0,0,0,0,1
301,Entry Level Data Conversion Analyst,$70K - $80K (Employer est.),"As the Data Conversion Analyst, you will be converting customer data from competitive databases to Reynolds databases. You will also complete migration of customer data from one Reynolds hardware platform to another. This involves maintaining a good working relationship with customers throughout the conversion or migration process to ensure quality results. You will also be supporting remote and field-based trainers and field engineers on the conversion and migration processes. Through this, you will develop a good working knowledge of competitive products, keep abreast of enhancements to the Reynolds product lines as well as develop knowledge of system environment, integration, and system connectivity for different product lines.
Requirements:
Bachelor’s degree in MIS, Computer Science, or related field; open to entry-level candidates",3.4,"Reynolds and Reynolds
3.4","Dayton, OH",1001 to 5000 Employees,1866,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,70,80,75.0,Reynolds and Reynolds, OH,156,0,0,0,0,0,0,0
302,"Analyst, Revenue Data Analytics",$70K - $80K (Employer est.),"Who we are...
AvantStay delivers exceptional, unique stays for group travelers. The company has built a tech-enabled millennial hospitality brand to be the new standard for group experience. We are venture funded and growing rapidly in the explosive $100+ billion dollar STR industry.

What we are looking for…
AvantStay is looking for an Analyst, Revenue Data Analytics to lead our ongoing data collection, visualization, and analysis efforts on our Revenue Management, Finance, and stakeholder teams. These efforts are key to enabling the optimization of revenue and dynamic pricing practices, underwriting and other financial and analytical actions which are central to our continued success as we grow into new markets and increase the number of properties in our portfolio each month.

Ideal candidate is a technical, data-driven Analyst who is an expert at accessing data via our data warehouse and APIs, developing dashboards and analysis and leveraging your data science skills to help provide insights and improve our decision-making strategies. You thrive in a high growth environment and have a high degree of operational rigor. You thrive working cross-functionally and can work with a high degree of autonomy, flexibility and ability to think on your feet.",4.6,"AvantStay
4.6",Remote,201 to 500 Employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,70,80,75.0,AvantStay,Remote,5,0,0,0,0,0,0,0
305,"Data Entry, Senior Analyst",$70K - $80K (Employer est.),"Position Summary:

We are looking for a professional to support the Account On/Offboarding Processing Operations Team who support Deloitte's largest clients by ensuring practitioners meet our client's contractual obligations and are ready to serve.

Work you'll do:

You'll be responsible for managing client-specific data entry requirements, managing data loss protection workflows, effective handling of PII during data entry into client and/or Third Party systems. You will work within a team of global professionals and support a portfolio of clients, understanding each client's unique requirements.

Account Initial Setup & Ongoing Maintenance

Task Handling

Quality Control & Assurance

Team Development Support



Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future

EA_CMG_ ExpHire

EA_ExpHire",4.0,"Deloitte
4.0","Boise, ID",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),0,0,70,80,75.0,Deloitte, ID,172,0,0,0,0,0,0,0
308,North America Data Analyst,$70K - $80K (Employer est.),"This role is responsible for collecting, interpreting and communicating Public Affairs, Communications, and Sustainability (PACS) insights and partnering with Operating Unit (OU) leads to convert them into actionable strategies, decisions and tactics. The ideal candidate will serve as a conduit between the PACS Services team and the OU, establishing a constant connection between both groups and forming a two-way communication channel that can be leveraged to achieve both OU and global business objectives. The role is critical to scaling PACS Services insights and tailoring them to help each OU reach its goals and influence stakeholders.
Responsibilities
Define OU-specific PACS KPIs and outline the optimal means of tracking them over time
Help quantify the success of PACS communications campaigns and initiatives
Reputation Research; Reputation Management; Taking Initiative; Strategic Planning; Consumer Behavior Insights; Corporate Reputation; Presentations; Microsoft Power BI; Strategic Recommendations; Corporate Reputation Management; Microsoft Excel; Data Insights; Analytics Insights",4.0,"The Coca-Cola Company
4.0","Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),0,0,70,80,75.0,The Coca-Cola Company, GA,136,0,0,1,1,0,0,0
309,"Business Analyst, Creator Business Analysis",$70K - $80K (Employer est.),"Content
Data Science
We are looking for a Business Analyst for our Creator Business Analysis team. You will help run our emerging businesses related to content promotion and creator monetization. Our customers are music labels and the creators that power them. Your work will help influence the priorities and projects undertaken by our product, marketing, and sales teams. Above all, your work will impact the way listeners experience music and how creators monetize their craft.
Location
New York or Remote Americas
Job type
Permanent",4.2,"Spotify
4.2","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,70,80,75.0,Spotify, NY,16,0,0,0,0,0,0,0
313,Data Analyst,$70K - $80K (Employer est.),"Travel Required: None
Public Trust: None
Requisition Type: Regular
Contributes to completion of milestones associated with specific projects.
Analyzes organizational data and conducts statistical analysis.
Applies mathematical calculations to recommend solutions to technical problems of moderate scope and complexity.
Models and evaluates the potential impact of data changes.
Performs additional duties as assigned.

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.",3.9,"General Dynamics Information Technology
3.9",Remote,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$2 to $5 billion (USD),0,0,70,80,75.0,General Dynamics Information Technology,Remote,26,0,0,0,0,0,0,0
317,Analytics Data Analyst,$70K - $80K (Employer est.),"Brand: DHL
Address: 360 Westar Blvd Westerville, OH - 43082
Property Description: 9686 - Westerville OH
Property Number: 9686",3.9,"DHL | Supply Chain
3.9","Westerville, OH",10000+ Employees,1969,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),0,0,70,80,75.0,DHL | Supply Chain, OH,53,0,0,0,0,0,0,0
318,Data Analyst,$70K - $80K (Employer est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will collaborate with Business Analysts and Data Architects. You will document current usage of data and its appropriate storage structures for use within the current business unit and across other lines of business. You will work with multiple data sources and across business lines to develop new data capabilities. You will create data models, data catalog, define metadata and recommend usage of such data. You will present recommendations to management and external stakeholders and provide guidance in selecting alternatives with impact to the team and the functional area’s bottom line. You will provide guidance, training, and mentorship to other analysts and team members.
$51,900.00 - $75,150.00",4.0,"Vizient, Inc.
4.0","Irving, TX",1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,70,80,75.0,"Vizient, Inc.", TX,45,0,0,0,0,0,0,0
322,Data Analyst,$70K - $80K (Employer est.),"Why Glassdoor?
Our mission is to help people everywhere find a job and company they love. In the process, we're transforming the workplace experience through the power of transparency and further cementing ourselves as the worldwide leader in employer branding and insights. By choosing a career at Glassdoor, you'll be directly contributing toward our vision for a world where transparency empowers the workforce and motivates companies to become better employers.
Please note: This role may be open to remote hiring. Our office locations are in San Francisco, CA; Chicago, IL; Uniontown, OH; London, UK; and Dublin, Ireland.
The Role
We're looking for a dedicated and inquisitive Data Analyst to help us with data projects. We are responsible for building and maintaining a large data set that powers integration points between us and partnered companies. This individual will be critical in helping to build and maintain coverage, identify data quality issues, reconcile and resolve data validation issues, and respond to internal data mapping requests from other customers, staff and partners.",4.0,"Glassdoor
4.0","San Francisco, CA",501 to 1000 Employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,70,80,75.0,Glassdoor, CA,15,0,0,0,0,0,0,0
324,Data Analyst – Data Entry,$70K - $80K (Employer est.),"Note: While this is a fully remote position, we can only consider those whose legal residence is in Texas, Colorado, Kansas, Missouri, and Illinois.
Juristat is building an innovative suite of products, and we need the team to create those tools. We’re seeking a highly motivated and organized individual to join our data team as a Data Analyst. This team is responsible for acquiring and analyzing the most complete and accurate data available to grow our products and inform our business strategies.
This particular team member will be responsible for analyzing incoming legal documents in real-time to detect and correct errors in our processing, enter data from the source documents into templates, annotate legal documents, and provide feedback to others, to improve our proprietary artificial intelligence.
Remote work-from-home options are available for this role. If you possess high attention to detail and a strong work ethic – this is the job for you!",4.6,"Juristat
4.6",Remote,1 to 50 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,70,80,75.0,Juristat,Remote,10,0,0,0,0,1,0,0
326,Sr. Data Analyst - Remote,$70K - $80K (Employer est.),"Sharecare is the leading digital health company that helps people - no matter where they are in their health journey - unify and manage all their health in one place. Our comprehensive and data-driven virtual health platform is designed to help people, providers, employers, health plans, government organizations, and communities optimize individual and population-wide well-being by driving positive behavior change. Driven by our philosophy that we are all together better, at Sharecare, we are committed to supporting each individual through the lens of their personal health and making high-quality care more accessible and affordable for everyone. To learn more, visit www.sharecare.com.

Essential Functions:
Development, analysis, and evaluation of key performance metrics, including utilization, clinical and operational in the determination of such performance relative to contractual expectations and general performance standards as set forth by the company.
Requirements:",4.0,"Sharecare Inc.
4.0","Franklin, TN",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$500 million to $1 billion (USD),0,0,70,80,75.0,Sharecare Inc., TN,12,0,0,0,0,0,0,0
327,Data Analyst,$70K - $80K (Employer est.),"L'Oréal USA
Title: Data Analyst
Location: Berkeley Heights, NJ
Department: le Care (Consumer Care)
Overview:
The data analyst, le CARE L’Oreal USA, is responsible for data query, data QA, data integration, ad hoc data analysis, and advanced BI dashboard/report building on large volume of consumer contact data and managing projects.

We are an Equal Opportunity Employer and take pride in a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or other employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital or veteran status, medical condition or disability, or any other legally protected status. If you require a reasonable accommodation to complete an application for a recognized disability under applicable law, please email USApplicationAccommodation@support.lorealusa.com. Please note this email will only respond to specific requests for assistance completing the application as a request for accommodation for a disability. All others will not be considered.",3.9,"L'Oreal
3.9","Berkeley Heights, NJ",10000+ Employees,1909,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,70,80,75.0,L'Oreal, NJ,113,0,0,0,0,0,0,1
329,Data Visualization Analyst,$70K - $80K (Employer est.),"Job Description:
The Anti-Money Laundering (“AML”) & Sanctions Analytics team within Fidelity’s Enterprise Compliance group is responsible for the design and development of the firms AML detection models. These typologies include insider trading, elder financial exploitation, market manipulation, securities fraud, anti-money laundering, terrorist financing and more.
The Purpose of Your Role
As a Data Visualization Analyst, you will focus on developing, enhancing, and delivering Business Intelligence solutions for the AML & Sanctions programs. You will be responsible for performing data analysis, model performance, trends, risk factors, and illustrating data using business intelligence tools, such as Tableau and PowerBI. AML functions you will be supporting include presenting relevant and well-illustrated data to AML Surveillance, Investigations, and executives within Enterprise Compliance.",4.3,"Fidelity Investments
4.3","Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,70,80,75.0,Fidelity Investments, MA,76,0,1,0,0,0,0,0
330,Business Project Analyst - Data Management (100% Remote),$70K - $80K (Employer est.),"Piper Enterprise Solutions is searching for a Business Project Analyst - Data Management for a large, multi-business services organization. This role has a Remote possibility (Philadelphia area is preferred).

Responsibilities for Business Project Analyst:
Assist in project meetings, working with internal and external stakeholders, and managing all data management and document response requests

Qualifications for Business Project Analyst:",4.4,"Piper Companies
4.4",Remote,201 to 500 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,70,80,75.0,Piper Companies,Remote,11,0,0,0,0,0,0,1
331,Entry Level Data Conversion Analyst,$70K - $80K (Employer est.),"As the Data Conversion Analyst, you will be converting customer data from competitive databases to Reynolds databases. You will also complete migration of customer data from one Reynolds hardware platform to another. This involves maintaining a good working relationship with customers throughout the conversion or migration process to ensure quality results. You will also be supporting remote and field-based trainers and field engineers on the conversion and migration processes. Through this, you will develop a good working knowledge of competitive products, keep abreast of enhancements to the Reynolds product lines as well as develop knowledge of system environment, integration, and system connectivity for different product lines.
Requirements:
Bachelor’s degree in MIS, Computer Science, or related field; open to entry-level candidates",3.4,"Reynolds and Reynolds
3.4","Dayton, OH",1001 to 5000 Employees,1866,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,70,80,75.0,Reynolds and Reynolds, OH,156,0,0,0,0,0,0,0
332,"Analyst, Revenue Data Analytics",$70K - $80K (Employer est.),"Who we are...
AvantStay delivers exceptional, unique stays for group travelers. The company has built a tech-enabled millennial hospitality brand to be the new standard for group experience. We are venture funded and growing rapidly in the explosive $100+ billion dollar STR industry.

What we are looking for…
AvantStay is looking for an Analyst, Revenue Data Analytics to lead our ongoing data collection, visualization, and analysis efforts on our Revenue Management, Finance, and stakeholder teams. These efforts are key to enabling the optimization of revenue and dynamic pricing practices, underwriting and other financial and analytical actions which are central to our continued success as we grow into new markets and increase the number of properties in our portfolio each month.

Ideal candidate is a technical, data-driven Analyst who is an expert at accessing data via our data warehouse and APIs, developing dashboards and analysis and leveraging your data science skills to help provide insights and improve our decision-making strategies. You thrive in a high growth environment and have a high degree of operational rigor. You thrive working cross-functionally and can work with a high degree of autonomy, flexibility and ability to think on your feet.",4.6,"AvantStay
4.6",Remote,201 to 500 Employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,70,80,75.0,AvantStay,Remote,5,0,0,0,0,0,0,0
